"employee_id","sto_avg","gtq","papi_v_avg","sto_norm","gtq_norm","papi_norm","success_score"
"EMP100828",3.2,37.0,3.0,55.0,75.67567567567568,25.0,59.64
"EMP101925",3.2,37.0,3.0,55.0,75.67567567567568,25.0,59.64
"EMP100335",3.2,37.0,3.0,55.0,75.67567567567568,25.0,59.64
"EMP101520",4.2,24.0,6.0,80.0,40.54054054054054,62.5,59.63
"EMP101312",2.4,34.0,9.0,35.0,67.56756756756756,100.0,59.6
"EMP101564",3.2,29.0,8.0,55.0,54.054054054054056,87.5,59.58
"EMP100362",3.2,29.0,8.0,55.0,54.054054054054056,87.5,59.58
"EMP101308",3.2,29.0,8.0,55.0,54.054054054054056,87.5,59.58
"EMP101359",3.0,29.0,9.0,50.0,54.054054054054056,100.0,59.52
"EMP101519",3.0,29.0,9.0,50.0,54.054054054054056,100.0,59.52
"EMP101608",2.8,37.0,5.0,45.0,75.67567567567568,50.0,59.51
"EMP100365",4.4,27.0,3.0,85.0,48.648648648648646,25.0,59.47
"EMP101479",3.4,32.0,5.0,60.0,62.16216216216216,50.0,59.43
"EMP100741",3.4,32.0,5.0,60.0,62.16216216216216,50.0,59.43
"EMP100426",4.2,27,4.0,80.0,48.648648648648646,37.5,59.41
"EMP100232",4.2,27,4.0,80.0,48.648648648648646,37.5,59.41
"EMP100323",3.2,32.0,6.0,55.0,62.16216216216216,62.5,59.36
"EMP101987",3.2,32.0,6.0,55.0,62.16216216216216,62.5,59.36
"EMP101824",4.0,27,5.0,75.0,48.648648648648646,50.0,59.34
"EMP101256",4.0,27,5.0,75.0,48.648648648648646,50.0,59.34
"EMP100769",3.8,35.0,1.0,70.0,70.27027027027027,0.0,59.34
"EMP101155",4.0,27,5.0,75.0,48.648648648648646,50.0,59.34
"EMP101974",4.0,27,5.0,75.0,48.648648648648646,50.0,59.34
"EMP101715",4.0,27,5.0,75.0,48.648648648648646,50.0,59.34
"EMP101909",2.2,37.0,8.0,30.0,75.67567567567568,87.5,59.32
"EMP101038",3.0,32.0,7.0,50.0,62.16216216216216,75.0,59.3
"EMP100677",3.0,32.0,7.0,50.0,62.16216216216216,75.0,59.3
"EMP101033",3.0,32.0,7.0,50.0,62.16216216216216,75.0,59.3
"EMP100629",3.0,32.0,7.0,50.0,62.16216216216216,75.0,59.3
"EMP100204",3.8,27,6.0,70.0,48.648648648648646,62.5,59.28
"EMP100964",3.8,27,6.0,70.0,48.648648648648646,62.5,59.28
"EMP101394",3.8,27,6.0,70.0,48.648648648648646,62.5,59.28
"DUP2096",3.8,27,6.0,70.0,48.648648648648646,62.5,59.28
"EMP101263",3.8,27,6.0,70.0,48.648648648648646,62.5,59.28
"EMP100750",3.6,35.0,2.0,65.0,70.27027027027027,12.5,59.28
"EMP100761",3.6,27.0,7.0,65.0,48.648648648648646,75.0,59.21
"EMP101127",3.4,35.0,3.0,60.0,70.27027027027027,25.0,59.21
"EMP101780",4.2,30.0,2.0,80.0,56.75675675675676,12.5,59.19
"EMP101268",3.4,27,8.0,60.0,48.648648648648646,87.5,59.15
"EMP101650",3.4,27,8.0,60.0,48.648648648648646,87.5,59.15
"EMP101279",3.4,27,8.0,60.0,48.648648648648646,87.5,59.15
"EMP101145",3.2,35.0,4.0,55.0,70.27027027027027,37.5,59.15
"EMP100908",3.4,27,8.0,60.0,48.648648648648646,87.5,59.15
"EMP100554",3.4,27,8.0,60.0,48.648648648648646,87.5,59.15
"EMP101395",3.4,27,8.0,60.0,48.648648648648646,87.5,59.15
"EMP101034",3.2,27.0,9.0,55.0,48.648648648648646,100.0,59.08
"EMP101469",3.2,27.0,9.0,55.0,48.648648648648646,100.0,59.08
"EMP100873",3.2,27,9.0,55.0,48.648648648648646,100.0,59.08
"EMP101902",3.0,35.0,5.0,50.0,70.27027027027027,50.0,59.08
"EMP101280",3.0,35.0,5.0,50.0,70.27027027027027,50.0,59.08
"EMP100442",3.0,35.0,5.0,50.0,70.27027027027027,50.0,59.08
"EMP100544",3.2,27,9.0,55.0,48.648648648648646,100.0,59.08
"EMP100181",3.2,27,9.0,55.0,48.648648648648646,100.0,59.08
"EMP101799",3.2,27,9.0,55.0,48.648648648648646,100.0,59.08
"EMP100095",3.2,27,9.0,55.0,48.648648648648646,100.0,59.08
"EMP100138",3.2,27,9.0,55.0,48.648648648648646,100.0,59.08
"EMP100338",3.2,27,9.0,55.0,48.648648648648646,100.0,59.08
"EMP100083",3.8,30.0,4.0,70.0,56.75675675675676,37.5,59.06
"EMP101341",3.6,30.0,5.0,65.0,56.75675675675676,50.0,59.0
"EMP100967",3.4,38.0,1.0,60.0,78.37837837837837,0.0,58.99
"EMP100669",2.6,35.0,7.0,40.0,70.27027027027027,75.0,58.95
"EMP100852",2.4,35.0,8.0,35.0,70.27027027027027,87.5,58.89
"EMP100193",3.2,30.0,7.0,55.0,56.75675675675676,75.0,58.87
"EMP101713",3.2,30.0,7.0,55.0,56.75675675675676,75.0,58.87
"EMP101098",3.0,30.0,8.0,50.0,56.75675675675676,87.5,58.8
"EMP100971",2.8,38.0,4.0,45.0,78.37837837837837,37.5,58.8
"EMP101597",2.8,38.0,4.0,45.0,78.37837837837837,37.5,58.8
"EMP101035",3.6,25.0,8.0,65.0,43.24324324324324,87.5,58.72
"EMP100675",3.6,25.0,8.0,65.0,43.24324324324324,87.5,58.72
"EMP101557",3.2,33.0,5.0,55.0,64.86486486486487,50.0,58.65
"EMP101369",3.4,25.0,9.0,60.0,43.24324324324324,100.0,58.65
"EMP101053",3.2,33.0,5.0,55.0,64.86486486486487,50.0,58.65
"EMP100324",4.0,28.0,4.0,75.0,51.351351351351354,37.5,58.63
"EMP100574",3.0,33.0,6.0,50.0,64.86486486486487,62.5,58.58
"EMP101747",2.8,33.0,7.0,45.0,64.86486486486487,75.0,58.52
"EMP100752",2.6,41.0,3.0,40.0,86.48648648648648,25.0,58.52
"EMP101823",3.4,36.0,2.0,60.0,72.97297297297297,12.5,58.5
"EMP100222",3.6,28.0,6.0,65.0,51.351351351351354,62.5,58.5
"EMP101223",3.4,28.0,7.0,60.0,51.351351351351354,75.0,58.44
"EMP101237",4.0,31.0,2.0,75.0,59.45945945945946,12.5,58.41
"EMP101815",4.0,31.0,2.0,75.0,59.45945945945946,12.5,58.41
"EMP101758",3.2,28.0,8.0,55.0,51.351351351351354,87.5,58.37
"EMP101761",3.2,28.0,8.0,55.0,51.351351351351354,87.5,58.37
"EMP101571",3.0,36.0,4.0,50.0,72.97297297297297,37.5,58.37
"EMP100755",4.0,23.0,7.0,75.0,37.83783783783784,75.0,58.35
"EMP100300",3.8,31.0,3.0,70.0,59.45945945945946,25.0,58.35
"EMP100822",3.0,28.0,9.0,50.0,51.351351351351354,100.0,58.31
"EMP101236",2.8,36.0,5.0,45.0,72.97297297297297,50.0,58.3
"EMP100462",3.8,23.0,8.0,70.0,37.83783783783784,87.5,58.29
"EMP101076",3.4,31.0,5.0,60.0,59.45945945945946,50.0,58.22
"EMP101183",2.4,36.0,7.0,35.0,72.97297297297297,75.0,58.17
"EMP101764",3.8,34.0,1.0,70.0,67.56756756756756,0.0,58.13
"EMP101153",3.8,34.0,1.0,70.0,67.56756756756756,0.0,58.13
"EMP100390",3.0,31.0,7.0,50.0,59.45945945945946,75.0,58.09
"EMP100723",3.6,34.0,2.0,65.0,67.56756756756756,12.5,58.07
"EMP101345",3.8,26.0,6.0,70.0,45.945945945945944,62.5,58.07
"EMP100168",3.6,34.0,2.0,65.0,67.56756756756756,12.5,58.07
"EMP100351",2.8,31.0,8.0,45.0,59.45945945945946,87.5,58.02
"EMP100101",3.6,26.0,7.0,65.0,45.945945945945944,75.0,58.0
"EMP101561",3.4,34.0,3.0,60.0,67.56756756756756,25.0,58.0
"EMP100664",3.4,34.0,3.0,60.0,67.56756756756756,25.0,58.0
"EMP100745",3.6,26.0,7.0,65.0,45.945945945945944,75.0,58.0
"EMP100784",2.6,31.0,9.0,40.0,59.45945945945946,100.0,57.96
"EMP100578",3.4,26.0,8.0,60.0,45.945945945945944,87.5,57.94
"EMP100919",3.4,26.0,8.0,60.0,45.945945945945944,87.5,57.94
"EMP100959",3.4,26.0,8.0,60.0,45.945945945945944,87.5,57.94
"EMP100147",3.0,34.0,5.0,50.0,67.56756756756756,50.0,57.87
"EMP100636",3.0,34.0,5.0,50.0,67.56756756756756,50.0,57.87
"EMP100785",2.8,34.0,6.0,45.0,67.56756756756756,62.5,57.81
"EMP100558",3.6,29.0,5.0,65.0,54.054054054054056,50.0,57.79
"EMP101736",3.6,29.0,5.0,65.0,54.054054054054056,50.0,57.79
"EMP100441",2.6,34.0,7.0,40.0,67.56756756756756,75.0,57.74
"EMP100882",3.4,29.0,6.0,60.0,54.054054054054056,62.5,57.72
"EMP100156",3.2,29.0,7.0,55.0,54.054054054054056,75.0,57.66
"EMP101914",3.2,29.0,7.0,55.0,54.054054054054056,75.0,57.66
"EMP101382",3.0,37.0,3.0,50.0,75.67567567567568,25.0,57.65
"EMP100287",3.0,37.0,3.0,50.0,75.67567567567568,25.0,57.65
"EMP100760",3.0,29.0,8.0,50.0,54.054054054054056,87.5,57.59
"EMP100424",3.0,29.0,8.0,50.0,54.054054054054056,87.5,57.59
"EMP100858",3.6,32.0,3.0,65.0,62.16216216216216,25.0,57.57
"EMP101841",2.8,29.0,9.0,45.0,54.054054054054056,100.0,57.53
"EMP101682",2.8,29.0,9.0,45.0,54.054054054054056,100.0,57.53
"EMP101135",2.6,37.0,5.0,40.0,75.67567567567568,50.0,57.52
"EMP101476",3.4,32.0,4.0,60.0,62.16216216216216,37.5,57.5
"EMP101314",3.2,32.0,5.0,55.0,62.16216216216216,50.0,57.44
"EMP101878",3.4,24.0,9.0,60.0,40.54054054054054,100.0,57.44
"EMP100026",3.2,32.0,5.0,55.0,62.16216216216216,50.0,57.44
"EMP101919",2.8,40.0,2.0,45.0,83.78378378378379,12.5,57.37
"EMP101448",3.8,27,5.0,70.0,48.648648648648646,50.0,57.35
"EMP100056",3.8,27,5.0,70.0,48.648648648648646,50.0,57.35
"EMP100604",3.8,27,5.0,70.0,48.648648648648646,50.0,57.35
"EMP100767",3.6,35.0,1.0,65.0,70.27027027027027,0.0,57.35
"EMP101890",3.8,27,5.0,70.0,48.648648648648646,50.0,57.35
"EMP100875",3.6,35.0,1.0,65.0,70.27027027027027,0.0,57.35
"EMP101481",3.6,35.0,1.0,65.0,70.27027027027027,0.0,57.35
"EMP100711",2.8,32.0,7.0,45.0,62.16216216216216,75.0,57.31
"EMP100061",3.6,27,6.0,65.0,48.648648648648646,62.5,57.29
"EMP100006",3.6,27.0,6.0,65.0,48.648648648648646,62.5,57.29
"EMP101906",3.6,27,6.0,65.0,48.648648648648646,62.5,57.29
"EMP100597",3.6,27.0,6.0,65.0,48.648648648648646,62.5,57.29
"EMP100657",3.6,27.0,6.0,65.0,48.648648648648646,62.5,57.29
"EMP101041",3.4,35.0,2.0,60.0,70.27027027027027,12.5,57.29
"EMP101283",4.6,14.0,9.0,90.0,13.513513513513514,100.0,57.27
"EMP101895",2.6,32.0,8.0,40.0,62.16216216216216,87.5,57.24
"EMP100276",3.4,27,7.0,60.0,48.648648648648646,75.0,57.22
"EMP101940",3.4,27,7.0,60.0,48.648648648648646,75.0,57.22
"EMP101097",3.4,27,7.0,60.0,48.648648648648646,75.0,57.22
"EMP101801",3.4,27,7.0,60.0,48.648648648648646,75.0,57.22
"EMP100135",3.4,27.0,7.0,60.0,48.648648648648646,75.0,57.22
"EMP101073",3.4,27,7.0,60.0,48.648648648648646,75.0,57.22
"EMP101250",3.4,27.0,7.0,60.0,48.648648648648646,75.0,57.22
"EMP101663",3.4,27,7.0,60.0,48.648648648648646,75.0,57.22
"EMP101026",3.2,27,8.0,55.0,48.648648648648646,87.5,57.16
"EMP100334",3.2,27,8.0,55.0,48.648648648648646,87.5,57.16
"EMP101066",3.0,35.0,4.0,50.0,70.27027027027027,37.5,57.16
"EMP101096",3.2,27,8.0,55.0,48.648648648648646,87.5,57.16
"EMP100142",3.2,27,8.0,55.0,48.648648648648646,87.5,57.16
"EMP100859",3.2,27,8.0,55.0,48.648648648648646,87.5,57.16
"EMP100782",3.2,27,8.0,55.0,48.648648648648646,87.5,57.16
"EMP100845",3.2,27,8.0,55.0,48.648648648648646,87.5,57.16
"EMP100239",3.0,27,9.0,50.0,48.648648648648646,100.0,57.09
"EMP101833",3.0,27.0,9.0,50.0,48.648648648648646,100.0,57.09
"EMP101233",3.0,27,9.0,50.0,48.648648648648646,100.0,57.09
"EMP101976",3.0,27,9.0,50.0,48.648648648648646,100.0,57.09
"EMP101218",3.0,27.0,9.0,50.0,48.648648648648646,100.0,57.09
"EMP101563",3.0,27,9.0,50.0,48.648648648648646,100.0,57.09
"EMP101282",3.0,27,9.0,50.0,48.648648648648646,100.0,57.09
"EMP101070",2.8,35.0,5.0,45.0,70.27027027027027,50.0,57.09
"EMP100437",3.0,27,9.0,50.0,48.648648648648646,100.0,57.09
"EMP101171",3.6,30.0,4.0,65.0,56.75675675675676,37.5,57.07
"EMP100125",3.6,30.0,4.0,65.0,56.75675675675676,37.5,57.07
"EMP101198",3.4,30.0,5.0,60.0,56.75675675675676,50.0,57.01
"EMP100881",3.4,30.0,5.0,60.0,56.75675675675676,50.0,57.01
"EMP100464",3.2,38.0,1.0,55.0,78.37837837837837,0.0,57.0
"EMP101697",3.0,38.0,2.0,50.0,78.37837837837837,12.5,56.94
"EMP101991",4.0,25.0,5.0,75.0,43.24324324324324,50.0,56.92
"EMP101436",4.0,25.0,5.0,75.0,43.24324324324324,50.0,56.92
"EMP100160",4.0,25.0,5.0,75.0,43.24324324324324,50.0,56.92
"EMP101248",4.0,25.0,5.0,75.0,43.24324324324324,50.0,56.92
"EMP100577",3.0,30.0,7.0,50.0,56.75675675675676,75.0,56.88
"EMP100295",3.0,30.0,7.0,50.0,56.75675675675676,75.0,56.88
"EMP101944",3.0,30.0,7.0,50.0,56.75675675675676,75.0,56.88
"EMP101383",3.0,30.0,7.0,50.0,56.75675675675676,75.0,56.88
"EMP100538",3.6,33.0,2.0,65.0,64.86486486486487,12.5,56.85
"EMP100980",2.8,30.0,8.0,45.0,56.75675675675676,87.5,56.81
"EMP100900",2.8,30.0,8.0,45.0,56.75675675675676,87.5,56.81
"EMP101281",2.8,30.0,8.0,45.0,56.75675675675676,87.5,56.81
"EMP101961",3.6,25.0,7.0,65.0,43.24324324324324,75.0,56.79
"EMP101320",3.4,33.0,3.0,60.0,64.86486486486487,25.0,56.79
"EMP101336",3.6,25.0,7.0,65.0,43.24324324324324,75.0,56.79
"EMP100128",2.4,38.0,5.0,35.0,78.37837837837837,50.0,56.74
"EMP101055",3.4,25.0,8.0,60.0,43.24324324324324,87.5,56.73
"EMP101709",3.2,33.0,4.0,55.0,64.86486486486487,37.5,56.72
"EMP100256",2.2,38.0,6.0,30.0,78.37837837837837,62.5,56.68
"EMP100532",3.2,25.0,9.0,55.0,43.24324324324324,100.0,56.66
"EMP100447",3.0,33.0,5.0,50.0,64.86486486486487,50.0,56.66
"EMP100762",3.2,25.0,9.0,55.0,43.24324324324324,100.0,56.66
"EMP101832",3.2,25.0,9.0,55.0,43.24324324324324,100.0,56.66
"EMP100709",3.0,33.0,5.0,50.0,64.86486486486487,50.0,56.66
"EMP101011",3.8,28.0,4.0,70.0,51.351351351351354,37.5,56.64
"EMP100402",2.8,33.0,6.0,45.0,64.86486486486487,62.5,56.59
"EMP100606",3.6,28.0,5.0,65.0,51.351351351351354,50.0,56.58
"EMP100343",3.6,28.0,5.0,65.0,51.351351351351354,50.0,56.58
"EMP101052",2.6,33.0,7.0,40.0,64.86486486486487,75.0,56.53
"EMP100342",2.6,33.0,7.0,40.0,64.86486486486487,75.0,56.53
"EMP100412",3.2,36.0,2.0,55.0,72.97297297297297,12.5,56.51
"EMP101418",3.2,36.0,2.0,55.0,72.97297297297297,12.5,56.51
"EMP100244",3.2,36.0,2.0,55.0,72.97297297297297,12.5,56.51
"EMP100429",3.4,28.0,6.0,60.0,51.351351351351354,62.5,56.51
"EMP101316",3.2,36.0,2.0,55.0,72.97297297297297,12.5,56.51
"EMP101521",3.0,36.0,3.0,50.0,72.97297297297297,25.0,56.44
"EMP101953",2.2,33.0,9.0,30.0,64.86486486486487,100.0,56.4
"EMP101556",2.2,33.0,9.0,30.0,64.86486486486487,100.0,56.4
"EMP101676",3.8,23.0,7.0,70.0,37.83783783783784,75.0,56.36
"EMP100780",3.6,31.0,3.0,65.0,59.45945945945946,25.0,56.36
"EMP101261",2.8,28.0,9.0,45.0,51.351351351351354,100.0,56.32
"EMP101754",3.4,31.0,4.0,60.0,59.45945945945946,37.5,56.29
"EMP100195",3.2,31.0,5.0,55.0,59.45945945945946,50.0,56.23
"EMP101242",3.2,31.0,5.0,55.0,59.45945945945946,50.0,56.23
"EMP100992",3.2,31.0,5.0,55.0,59.45945945945946,50.0,56.23
"EMP101404",3.2,31.0,5.0,55.0,59.45945945945946,50.0,56.23
"EMP101447",3.2,31.0,5.0,55.0,59.45945945945946,50.0,56.23
"EMP100834",3.2,31.0,5.0,55.0,59.45945945945946,50.0,56.23
"EMP100993",4.0,26.0,4.0,75.0,45.945945945945944,37.5,56.21
"EMP101822",3.0,31.0,6.0,50.0,59.45945945945946,62.5,56.16
"EMP101549",3.0,31.0,6.0,50.0,59.45945945945946,62.5,56.16
"EMP101446",4.0,18.0,9.0,75.0,24.324324324324323,100.0,56.15
"EMP100540",3.8,26.0,5.0,70.0,45.945945945945944,50.0,56.14
"EMP100935",2.8,31.0,7.0,45.0,59.45945945945946,75.0,56.1
"EMP100922",2.8,31.0,7.0,45.0,59.45945945945946,75.0,56.1
"EMP100951",3.6,26.0,6.0,65.0,45.945945945945944,62.5,56.08
"EMP101489",4.25,27,2.0,81.25,48.648648648648646,12.5,56.06
"EMP100518",2.6,31.0,8.0,40.0,59.45945945945946,87.5,56.03
"EMP101244",2.6,31.0,8.0,40.0,59.45945945945946,87.5,56.03
"EMP100733",3.4,26.0,7.0,60.0,45.945945945945944,75.0,56.01
"EMP100724",3.4,26.0,7.0,60.0,45.945945945945944,75.0,56.01
"EMP101157",3.25,32.0,4.0,56.25,62.16216216216216,37.5,56.01
"EMP100788",2.4,31.0,9.0,35.0,59.45945945945946,100.0,55.97
"EMP101487",3.2,26.0,8.0,55.0,45.945945945945944,87.5,55.95
"EMP100248",3.0,34.0,4.0,50.0,67.56756756756756,37.5,55.95
"EMP100631",3.0,26.0,9.0,50.0,45.945945945945944,100.0,55.88
"EMP101518",2.8,34.0,5.0,45.0,67.56756756756756,50.0,55.88
"EMP100757",3.6,29.0,4.0,65.0,54.054054054054056,37.5,55.86
"EMP101165",3.4,29.0,5.0,60.0,54.054054054054056,50.0,55.8
"EMP100271",3.6,21.0,9.0,65.0,32.432432432432435,100.0,55.8
"EMP100258",3.4,29.0,5.0,60.0,54.054054054054056,50.0,55.8
"EMP101945",3.4,29.0,5.0,60.0,54.054054054054056,50.0,55.8
"EMP101547",3.4,29.0,5.0,60.0,54.054054054054056,50.0,55.8
"EMP101529",3.2,29.0,6.0,55.0,54.054054054054056,62.5,55.73
"EMP101004",3.8,32.0,1.0,70.0,62.16216216216216,0.0,55.71
"EMP101031",3.8,32.0,1.0,70.0,62.16216216216216,0.0,55.71
"EMP101627",4.4,27.0,1.0,85.0,48.648648648648646,0.0,55.62
"EMP100949",2.6,37.0,4.0,40.0,75.67567567567568,37.5,55.6
"EMP101840",3.6,24.0,7.0,65.0,40.54054054054054,75.0,55.58
"EMP100396",3.4,32.0,3.0,60.0,62.16216216216216,25.0,55.58
"EMP101892",3.4,32.0,3.0,60.0,62.16216216216216,25.0,55.58
"EMP100021",4.2,27,2.0,80.0,48.648648648648646,12.5,55.56
"EMP101783",2.4,37.0,5.0,35.0,75.67567567567568,50.0,55.53
"EMP100732",3.4,24.0,8.0,60.0,40.54054054054054,87.5,55.52
"EMP100217",3.2,32.0,4.0,55.0,62.16216216216216,37.5,55.51
"EMP101180",4.0,27,3.0,75.0,48.648648648648646,25.0,55.49
"EMP101195",4.0,27,3.0,75.0,48.648648648648646,25.0,55.49
"EMP100903",3.0,32.0,5.0,50.0,62.16216216216216,50.0,55.45
"EMP100771",3.8,27,4.0,70.0,48.648648648648646,37.5,55.43
"EMP100075",3.8,27,4.0,70.0,48.648648648648646,37.5,55.43
"EMP101903",3.8,27,4.0,70.0,48.648648648648646,37.5,55.43
"EMP101579",3.8,27,4.0,70.0,48.648648648648646,37.5,55.43
"EMP101425",3.8,27,4.0,70.0,48.648648648648646,37.5,55.43
"EMP101022",3.8,27,4.0,70.0,48.648648648648646,37.5,55.43
"EMP101847",3.8,27,4.0,70.0,48.648648648648646,37.5,55.43
"EMP101930",3.8,27,4.0,70.0,48.648648648648646,37.5,55.43
"EMP101426",2.8,32.0,6.0,45.0,62.16216216216216,62.5,55.38
"EMP100783",2.8,32.0,6.0,45.0,62.16216216216216,62.5,55.38
"EMP101106",3.6,27,5.0,65.0,48.648648648648646,50.0,55.36
"EMP101893",3.6,27,5.0,65.0,48.648648648648646,50.0,55.36
"EMP100285",3.6,27.0,5.0,65.0,48.648648648648646,50.0,55.36
"EMP100595",3.6,27,5.0,65.0,48.648648648648646,50.0,55.36
"EMP100547",3.6,27.0,5.0,65.0,48.648648648648646,50.0,55.36
"EMP100807",3.6,27,5.0,65.0,48.648648648648646,50.0,55.36
"EMP100423",3.6,27,5.0,65.0,48.648648648648646,50.0,55.36
"EMP101505",3.6,27,5.0,65.0,48.648648648648646,50.0,55.36
"EMP101225",3.6,27.0,5.0,65.0,48.648648648648646,50.0,55.36
"EMP100049",3.4,27.0,6.0,60.0,48.648648648648646,62.5,55.3
"EMP101188",3.4,27,6.0,60.0,48.648648648648646,62.5,55.3
"EMP100313",4.0,30.0,1.0,75.0,56.75675675675676,0.0,55.28
"EMP101941",2.4,32.0,8.0,35.0,62.16216216216216,87.5,55.25
"EMP100626",2.4,32.0,8.0,35.0,62.16216216216216,87.5,55.25
"EMP101967",3.2,27,7.0,55.0,48.648648648648646,75.0,55.23
"EMP100166",3.2,27,7.0,55.0,48.648648648648646,75.0,55.23
"EMP100354",3.2,27,7.0,55.0,48.648648648648646,75.0,55.23
"EMP101235",3.2,27,7.0,55.0,48.648648648648646,75.0,55.23
"EMP101200",3.0,35.0,3.0,50.0,70.27027027027027,25.0,55.23
"EMP101777",3.2,27,7.0,55.0,48.648648648648646,75.0,55.23
"EMP100556",3.8,30.0,2.0,70.0,56.75675675675676,12.5,55.21
"EMP100623",2.2,32.0,9.0,30.0,62.16216216216216,100.0,55.19
"EMP101978",2.8,35.0,4.0,45.0,70.27027027027027,37.5,55.17
"EMP101088",3.0,27.0,8.0,50.0,48.648648648648646,87.5,55.17
"EMP101685",3.0,27,8.0,50.0,48.648648648648646,87.5,55.17
"EMP101526",3.0,27,8.0,50.0,48.648648648648646,87.5,55.17
"EMP101784",3.0,27.0,8.0,50.0,48.648648648648646,87.5,55.17
"EMP100974",3.0,27,8.0,50.0,48.648648648648646,87.5,55.17
"EMP100810",3.0,27,8.0,50.0,48.648648648648646,87.5,55.17
"EMP101675",3.0,27.0,8.0,50.0,48.648648648648646,87.5,55.17
"EMP101146",3.0,27,8.0,50.0,48.648648648648646,87.5,55.17
"EMP100484",3.0,27,8.0,50.0,48.648648648648646,87.5,55.17
"EMP100318",3.0,27,8.0,50.0,48.648648648648646,87.5,55.17
"EMP101434",2.8,27,9.0,45.0,48.648648648648646,100.0,55.1
"EMP100317",2.6,35.0,5.0,40.0,70.27027027027027,50.0,55.1
"EMP100559",3.6,22.0,8.0,65.0,35.13513513513514,87.5,55.09
"EMP101203",3.4,30.0,4.0,60.0,56.75675675675676,37.5,55.08
"EMP100410",3.25,28.0,6.0,56.25,51.351351351351354,62.5,55.02
"EMP101937",3.2,30.0,5.0,55.0,56.75675675675676,50.0,55.02
"EMP100357",3.2,30.0,5.0,55.0,56.75675675675676,50.0,55.02
"EMP101966",3.0,38.0,1.0,50.0,78.37837837837837,0.0,55.01
"EMP100391",3.0,38.0,1.0,50.0,78.37837837837837,0.0,55.01
"EMP100824",3.0,30.0,6.0,50.0,56.75675675675676,62.5,54.95
"EMP101819",3.6,33.0,1.0,65.0,64.86486486486487,0.0,54.93
"EMP101161",2.8,30.0,7.0,45.0,56.75675675675676,75.0,54.89
"EMP101459",2.8,30.0,7.0,45.0,56.75675675675676,75.0,54.89
"EMP101901",2.8,30.0,7.0,45.0,56.75675675675676,75.0,54.89
"EMP101602",2.6,38.0,3.0,40.0,78.37837837837837,25.0,54.88
"EMP100865",3.6,25.0,6.0,65.0,43.24324324324324,62.5,54.87
"EMP101851",3.4,25.0,7.0,60.0,43.24324324324324,75.0,54.8
"EMP101230",3.4,25.0,7.0,60.0,43.24324324324324,75.0,54.8
"EMP101635",3.4,25.0,7.0,60.0,43.24324324324324,75.0,54.8
"EMP100918",4.0,28.0,2.0,75.0,51.351351351351354,12.5,54.78
"EMP101232",3.2,25.0,8.0,55.0,43.24324324324324,87.5,54.74
"EMP101576",3.8,28.0,3.0,70.0,51.351351351351354,25.0,54.72
"EMP101601",2.8,33.0,5.0,45.0,64.86486486486487,50.0,54.67
"EMP100251",3.0,25.0,9.0,50.0,43.24324324324324,100.0,54.67
"EMP100942",3.0,25.0,9.0,50.0,43.24324324324324,100.0,54.67
"EMP100206",2.8,33.0,5.0,45.0,64.86486486486487,50.0,54.67
"EMP101700",2.6,41.0,1.0,40.0,86.48648648648648,0.0,54.67
"EMP100651",3.6,28.0,4.0,65.0,51.351351351351354,37.5,54.65
"EMP101605",3.6,28.0,4.0,65.0,51.351351351351354,37.5,54.65
"EMP101103",3.6,28.0,4.0,65.0,51.351351351351354,37.5,54.65
"EMP100132",2.6,33.0,6.0,40.0,64.86486486486487,62.5,54.6
"EMP100846",2.4,41.0,2.0,35.0,86.48648648648648,12.5,54.6
"EMP100576",2.5,37.0,4.0,37.5,75.67567567567568,37.5,54.6
"EMP101274",3.4,28.0,5.0,60.0,51.351351351351354,50.0,54.59
"EMP100720",3.4,28.0,5.0,60.0,51.351351351351354,50.0,54.59
"EMP100425",3.4,28.0,5.0,60.0,51.351351351351354,50.0,54.59
"EMP101419",3.2,36.0,1.0,55.0,72.97297297297297,0.0,54.58
"EMP100018",3.2,28.0,6.0,55.0,51.351351351351354,62.5,54.52
"EMP101057",3.2,28.0,6.0,55.0,51.351351351351354,62.5,54.52
"EMP100520",3.0,28.0,7.0,50.0,51.351351351351354,75.0,54.46
"EMP101295",3.8,23.0,6.0,70.0,37.83783783783784,62.5,54.44
"EMP100829",3.6,31.0,2.0,65.0,59.45945945945946,12.5,54.43
"EMP100594",1.8,41.0,5.0,20.0,86.48648648648648,50.0,54.41
"EMP101126",2.8,28.0,8.0,45.0,51.351351351351354,87.5,54.39
"EMP100811",2.6,36.0,4.0,40.0,72.97297297297297,37.5,54.39
"EMP100277",2.6,36.0,4.0,40.0,72.97297297297297,37.5,54.39
"EMP100746",3.6,23.0,7.0,65.0,37.83783783783784,75.0,54.37
"EMP100377",3.4,31.0,3.0,60.0,59.45945945945946,25.0,54.37
"EMP101170",3.4,31.0,3.0,60.0,59.45945945945946,25.0,54.37
"EMP100253",3.4,23.0,8.0,60.0,37.83783783783784,87.5,54.31
"EMP100681",3.4,23.0,8.0,60.0,37.83783783783784,87.5,54.31
"EMP100843",3.2,31.0,4.0,55.0,59.45945945945946,37.5,54.3
"EMP101624",3.2,31.0,4.0,55.0,59.45945945945946,37.5,54.3
"EMP101276",3.2,31.0,4.0,55.0,59.45945945945946,37.5,54.3
"EMP101266",3.0,31.0,5.0,50.0,59.45945945945946,50.0,54.24
